4941	1
4950	1
4960	1
4974	1
4984	1
4992	1
4994	1
4997	1
5004	1
5012	1
5013	1
5019	1
5022	1
5030	1
5032	1
5033	1
5034	1
5053	1
5057	1
5064	1
5066	1
5068	1
5090	1
5094	1
5099	2
5113	1
5123	1
5132	1
5137	3
5138	1
5140	1
5142	1
5146	1
5147	2
5152	1
5153	1
5154	1
5158	1
5159	1
5161	1
5163	1
5164	1
5165	2
5166	1
5171	3
5172	1
5175	1
5176	1
5179	1
5181	1
5182	1
5183	2
5184	1
5185	2
5187	1
5191	2
5192	1
5193	1
5194	1
5197	1
5201	2
5202	1
5207	1
5208	2
5213	1
5214	5
5215	2
5216	1
5217	1
5218	1
5219	1
5222	2
5223	1
5224	1
5228	2
5230	3
5235	1
5237	1
5238	2
5239	1
5240	2
5241	1
5244	2
5245	1
5246	1
5250	2
5251	2
5252	2
5253	2
5256	2
5258	1
5259	3
5261	2
5262	3
5263	1
5264	3
5265	4
5266	1
5267	1
5269	1
5272	1
5274	4
5276	2
5278	3
5279	2
5281	1
5283	6
5284	5
5285	3
5286	2
5287	2
5288	2
5289	1
5290	4
5292	1
5293	1
5294	1
5295	3
5296	3
5297	3
5298	3
5299	2
5300	1
5303	1
5304	1
5307	6
5308	2
5309	1
5310	3
5311	1
5312	1
5314	2
5315	1
5317	3
5319	6
5320	4
5321	2
5322	3
5323	6
5324	4
5325	2
5326	2
5327	3
5328	2
5329	2
5330	6
5331	3
5332	1
5333	5
5334	1
5335	5
5337	3
5339	3
5340	2
5341	4
5342	5
5343	2
5344	1
5345	1
5346	2
5347	4
5348	3
5349	2
5350	3
5351	1
5352	3
5353	3
5354	1
5355	3
5356	2
5357	3
5358	5
5359	3
5362	5
5363	3
5364	1
5365	1
5366	2
5367	5
5368	1
5369	3
5371	5
5372	5
5373	4
5374	9
5375	8
5376	3
5377	3
5378	5
5379	5
5380	4
5381	2
5382	4
5383	3
5384	3
5385	5
5386	2
5387	3
5388	2
5389	7
5390	5
5391	2
5392	3
5393	5
5394	1
5395	2
5396	1
5397	2
5398	1
5399	2
5400	2
5401	1
5402	7
5403	8
5404	7
5405	2
5406	2
5407	2
5408	4
5409	7
5410	7
5411	5
5412	5
5413	4
5414	4
5415	2
5416	3
5417	3
5418	5
5419	2
5420	2
5421	4
5422	5
5423	5
5424	7
5425	5
5426	13
5427	2
5428	5
5429	6
5430	7
5431	6
5432	4
5433	6
5434	3
5435	7
5436	5
5437	7
5438	6
5439	4
5440	5
5441	4
5442	8
5443	6
5444	7
5445	5
5446	5
5447	5
5448	10
5449	6
5450	7
5451	5
5452	4
5453	4
5454	8
5455	4
5456	7
5457	3
5458	5
5459	5
5460	11
5461	4
5462	4
5463	9
5464	6
5465	3
5466	13
5467	5
5468	7
5469	11
5470	6
5471	4
5472	5
5473	5
5474	8
5475	6
5476	8
5477	4
5478	3
5479	8
5480	5
5481	6
5482	5
5483	8
5484	5
5485	9
5486	9
5487	10
5488	7
5489	12
5490	8
5491	6
5492	5
5493	3
5494	2
5495	4
5496	12
5497	18
5498	8
5499	4
5500	8
5501	10
5502	9
5503	9
5504	6
5505	3
5506	13
5507	7
5508	7
5509	11
5510	13
5511	14
5512	9
5513	9
5514	14
5515	7
5516	8
5517	7
5518	11
5519	11
5520	6
5521	10
5522	6
5523	6
5524	10
5525	10
5526	16
5527	4
5528	8
5529	3
5530	11
5531	11
5532	14
5533	4
5534	9
5535	10
5536	8
5537	7
5538	6
5539	7
5540	15
5541	12
5542	8
5543	9
5544	9
5545	8
5546	10
5547	5
5548	9
5549	15
5550	10
5551	12
5552	10
5553	11
5554	5
5555	9
5556	13
5557	12
5558	12
5559	12
5560	10
5561	14
5562	13
5563	13
5564	6
5565	9
5566	11
5567	11
5568	11
5569	8
5570	18
5571	8
5572	14
5573	14
5574	9
5575	12
5576	14
5577	4
5578	18
5579	16
5580	14
5581	10
5582	11
5583	17
5584	11
5585	15
5586	11
5587	14
5588	9
5589	8
5590	19
5591	12
5592	14
5593	6
5594	14
5595	7
5596	13
5597	10
5598	13
5599	11
5600	17
5601	9
5602	16
5603	12
5604	13
5605	16
5606	8
5607	15
5608	14
5609	13
5610	7
5611	18
5612	8
5613	15
5614	15
5615	10
5616	14
5617	14
5618	11
5619	17
5620	13
5621	10
5622	7
5623	13
5624	15
5625	13
5626	13
5627	15
5628	12
5629	17
5630	17
5631	9
5632	7
5633	19
5634	14
5635	18
5636	17
5637	19
5638	19
5639	16
5640	21
5641	16
5642	15
5643	17
5644	17
5645	16
5646	15
5647	7
5648	19
5649	13
5650	19
5651	14
5652	13
5653	15
5654	19
5655	20
5656	19
5657	19
5658	24
5659	22
5660	15
5661	11
5662	17
5663	15
5664	17
5665	18
5666	13
5667	16
5668	25
5669	17
5670	12
5671	14
5672	13
5673	18
5674	16
5675	14
5676	19
5677	11
5678	18
5679	18
5680	18
5681	12
5682	25
5683	15
5684	12
5685	22
5686	16
5687	23
5688	19
5689	24
5690	23
5691	24
5692	21
5693	20
5694	13
5695	16
5696	24
5697	19
5698	18
5699	18
5700	14
5701	14
5702	18
5703	15
5704	17
5705	19
5706	21
5707	10
5708	18
5709	21
5710	18
5711	24
5712	18
5713	15
5714	17
5715	20
